epoch,acc,loss
0,0.018783016882164796,4.727498457637512
1,0.05869692775676498,4.3976994651890715
2,0.10017609057029243,4.124415559233157
3,0.14204656719327602,3.891742984251695
4,0.1769712395277993,3.6952961528868014
5,0.21072197293473116,3.5117140728954794
6,0.24897280450880446,3.3105979316086716
7,0.2852670709737195,3.1437401256783324
8,0.3165721004940693,2.9717219590301083
9,0.35413813431087804,2.813069539185817
10,0.38466053679833273,2.6430859966675517
11,0.39982390852444233,2.5712287652471533
12,0.44130306878398484,2.379529793816195
13,0.4688906256809927,2.2293223338196175
14,0.49540206941576814,2.120966930768187
15,0.5117393804958622,2.021055343775711
16,0.5518489495004326,1.885032797858011
17,0.5751320680068025,1.7604425079643877
18,0.6052631547168331,1.651122768933795
19,0.6197417292184872,1.5803110298987262
20,0.6314811203034744,1.5029301932531662
21,0.6627861452479344,1.373318848766662
22,0.6761886110582876,1.3018317592048383
23,0.6858736064260987,1.271510971167437
24,0.7086675796658529,1.1813936641225142
25,0.7129720200230011,1.1561485031268715
26,0.7270592813551531,1.1035011781157638
27,0.7502445668081229,0.9927795748465963
28,0.7607121870280292,0.9616792224066245
29,0.7655057687683363,0.9287751435685405
30,0.7726472291641332,0.9070016490581614
31,0.7803756566552401,0.8683833901434583
32,0.7858540361010615,0.8383320662967614
33,0.8010174144249657,0.780640832136648
34,0.7940716075293124,0.8083761943235623
35,0.8159851301523413,0.7247521499098692
36,0.8256701199865183,0.6826266158154229
37,0.8231265888979608,0.6938045143970326
38,0.8228331058546886,0.6797338100625819
39,0.8420074323436049,0.6250472721434012
40,0.828213654107204,0.6670062139563261
41,0.8456270756366504,0.5901016264064578
42,0.8592251956906017,0.5533524117788045
43,0.8545294432251963,0.567175134853173
44,0.8554098950139558,0.5579753475129966
45,0.8640187794542714,0.5262958149164565
46,0.8637252943351577,0.5248321740726066
47,0.8752690250044162,0.482171722030516
48,0.8758559941230887,0.4736080400921248
49,0.8670514544799729,0.5140266956237053
50,0.8800626087156067,0.45644304880515585
51,0.8871062383437619,0.43925560313302275
52,0.8852475025641711,0.4383667366605779
53,0.8868127539710181,0.4316511462693174
54,0.8901389180517691,0.4134192314152731
55,0.8854431621285712,0.43213097665643324
56,0.8948346688145179,0.3915496984137012
57,0.9020739579545941,0.3758118593396746
58,0.8974760315745247,0.381305356307538
59,0.9058892582055758,0.3638772307773948
60,0.9019761279858015,0.3719043538631805
61,0.9004108791329394,0.3790501896842273
62,0.8917041643506463,0.4094773306429526
63,0.905791430365104,0.35559820878532056
64,0.8980630012238195,0.3881316396546816
65,0.9127372330041157,0.3247440071017384
66,0.9093132458701569,0.35499396916414
67,0.9215417701457256,0.2987358929620528
68,0.9169438437656562,0.3160629328712019
69,0.9165525337332406,0.321872668166965
70,0.9235961628832525,0.2972500480979687
71,0.9235961624575884,0.292272873929919
72,0.9220309119020696,0.2909881705301609
73,0.9193895516960477,0.29165750825633696
74,0.9206613166018303,0.286980002690482
75,0.9036392102652486,0.3755717408848623
76,0.9230091958404217,0.29303366156607263
77,0.9275092922516985,0.27130282468779654
78,0.923791818138532,0.28269039033040205
79,0.9234983337657883,0.28491228662561846
80,0.9320093912169602,0.2553206930683011
81,0.931911559545511,0.260002865375686
82,0.9309332764584872,0.2567063498160778
83,0.9363138293933084,0.24052473264206087
84,0.934748577135133,0.25512971515442745
85,0.9382703913107144,0.24093090412198748
86,0.9324985321219759,0.26073004767179164
87,0.9330855008674633,0.24720632662146413
88,0.9358246859343079,0.24765090960947309
89,0.9359225142004438,0.25031602903005196
90,0.9381725621932501,0.23404323008014216
91,0.9377812495543705,0.2445564642424652
92,0.9416943767944956,0.2228156508718386
93,0.9419878632955602,0.22548236188994358
94,0.9426726603071836,0.2255135014652477
95,0.9324007005030058,0.2501612227811689
96,0.930835450320672,0.2564291115533149
97,0.9194873787376704,0.2998471939555442
98,0.9399334722606899,0.21910447435975774
99,0.9426726598815194,0.20719335172074366
100,0.9455096761941489,0.21130251143502324
101,0.948542352870028,0.19849214785840932
102,0.9409117527937287,0.21243970600567064
103,0.9475640702086684,0.1931852355655527
104,0.9446292243529103,0.2105866100221276
105,0.9488358372427717,0.19527064153619003
106,0.9479553815705556,0.19446513733162024
107,0.9480532089853632,0.2006593580416912
108,0.9513793691826575,0.18470418240632744
109,0.952357648864368,0.17826344586713477
110,0.9492271477533306,0.18306172357365924
111,0.945803163972206,0.2007227073156582
112,0.943748773363,0.20164214275016393
113,0.947955382847548,0.19976745334724813
114,0.9416943789752956,0.2138560224962961
115,0.9483466959120919,0.19302816346041937
116,0.948542352870028,0.18954096779266572
117,0.9364116560092669,0.2295798774330502
118,0.9448248800338539,0.20562533465655228
119,0.9506945730223625,0.1841863255081952
120,0.9508902295546344,0.1864256706257152
121,0.9503032591064903,0.17858397071229554
122,0.9577382005221968,0.16580497662211904
123,0.9507923995858418,0.18951177756943288
124,0.9460966475461006,0.1956437188121387
125,0.9480532094110273,0.19993707435475605
126,0.9534337593661995,0.17703834734784193
127,0.9539229002712151,0.1715499428462589
128,0.9530424475786481,0.1828802955251442
129,0.9545098694423667,0.17411229256064945
130,0.952846793174697,0.18213361951173943
131,0.9508902270006494,0.17637715442461455
132,0.9570534035105734,0.16490905080449306
133,0.9581295131610765,0.15796880657764414
134,0.9535315855040146,0.1678853025425767
135,0.9583251692676843,0.1563058953487714
136,0.956270778232814,0.16018314941210782
137,0.9612600164004348,0.14657763777582428
138,0.9549990090703899,0.15848245142336415
139,0.9569555748187732,0.16498090293562917
0,0.011739385551352996,4.795308880926322
1,0.012326354828920647,4.784889723171905
2,0.012619839467704471,4.782974971154738
3,0.013011152319416238,4.780257773618599
4,0.021033065779507452,4.743270859142685
5,0.027587556045679543,4.627254766112693
6,0.03952259802288842,4.538149884385714
7,0.050577186083745826,4.444956104808114
8,0.06926237480691957,4.32710357566935
9,0.0862844840692135,4.212604122067636
10,0.10311093717096277,4.111850878633041
11,0.12668753723223786,3.975321778390907
12,0.15779690984713077,3.835848995324241
13,0.1750146751096164,3.6955715728538467
14,0.20348268565766453,3.5788332943206336
15,0.21688515093520858,3.481362133174464
16,0.24554881764161474,3.362242049304176
17,0.260712188942789,3.250976513146281
18,0.2858540406769513,3.133633875888846
19,0.3054196829972284,3.0299927895606977
20,0.33173547285867516,2.9169374503540775
21,0.3542359633758632,2.8004780313642588
22,0.3719428702882768,2.6919161626164216
23,0.3962042651789176,2.5895585947903466
24,0.41723733069238494,2.50032011795781
25,0.44061827140063414,2.4082477747216147
26,0.46135785323233314,2.32434026810363
27,0.4833691992263602,2.2023433148102898
28,0.4923693958798912,2.129062608890257
29,0.5090980202898403,2.0976202711156846
30,0.5259244741379596,1.9850898986225654
31,0.5309137112414201,1.9779634632445715
32,0.5614361151122832,1.8715834636857098
33,0.5646644479472491,1.8226426019987652
34,0.5822735243063107,1.7578523965514912
35,0.6003717443896842,1.6515615450218684
36,0.60027391527222,1.667115241364942
37,0.6161220897564191,1.6024941971182614
38,0.6275679911478604,1.5690470586852117
39,0.6443944448881059,1.4882739644604779
40,0.6357855607684963,1.51127009794358
41,0.6659166469974682,1.4031653529602681
42,0.6730581088830897,1.3649996444597516
43,0.6791234561676756,1.3133844378537523
44,0.6855801221058341,1.3080097761984044
45,0.7015261196957202,1.2484329930608506
46,0.7041674807530703,1.2095796347737335
47,0.7143416139937688,1.1845995723199725
48,0.7226570115598347,1.1329532404091465
49,0.7315593786702373,1.106406123804687
50,0.7383095239781279,1.0978276146482149
51,0.7405595761226176,1.0521564292676806
52,0.7467227526325415,1.0311747730023193
53,0.7472118923130439,1.0175087953635424
54,0.7616904705407171,0.9851920636776398
55,0.7667775374526171,0.9422483099892377
56,0.7817452553083136,0.8913915175219335
57,0.785756211292718,0.8894588390142572
58,0.7886910583729894,0.848942491787692
59,0.7844844437804713,0.85523005810952
60,0.7896693376290357,0.8328462185440547
61,0.7982782233463437,0.8182647614312532
62,0.8009195809983806,0.8047645414319903
63,0.8063001360615226,0.7973774690443413
64,0.8150068436600042,0.7629920481131096
65,0.8148111884047248,0.7500458244643223
